Bike Name,Price,Model Year,Mileage,City
Safari SD 70  2010 ,"PKR 35,000",2010,"123,456 km",Lahore
Honda CG 125 Dream  2016 ,PKR 1.25 lacs,2016,"31,900 km",Lahore
Honda CG 125  2025 ,PKR 2.95 lacs,2025,"2,000 km",Karachi
Honda CG 125  2025 ,PKR 2.27 lacs,2025,"5,000 km",Lahore
Honda CG 125  2022 ,PKR 1.8 lacs,2022,"60,000 km",Lahore
Honda CG 125  2020 ,PKR 1.38 lacs,2020,"12,000 km",Karachi
Honda CG 125  2022 ,PKR 1.7 lacs,2022,"8,000 km",Lahore
Hi Speed CDI SR-70CC EURO-2  2015 ,"PKR 40,000",2015,"126,888 km",Kohat
Honda CD 70  2025 ,PKR 1.57 lacs,2025,200 km,Sialkot
Honda CG 125  2022 ,PKR 1.65 lacs,2022,"16,400 km",Multan
Kawasaki GTO 125  1987 ,PKR 2 lacs,1987,"123,456 km",Lahore
Honda CG 125 Special Edition  2020 ,PKR 1.77 lacs,2020,"18,000 km",Kala shah kaku
Honda CG 125  2012 ,PKR 1.2 lacs,2012,"25,988 km",Islamabad
Hi Speed SR 70  2011 ,"PKR 36,000",2011,"5,000 km",Islamabad
United US 70  2025 ,"PKR 99,000",2025,150 km,Taxila
United US 70  2021 ,"PKR 80,000",2021,"15,864 km",Islamabad
Super Power SP 70  2012 ,"PKR 45,000",2012,"4,200 km",Gujranwala
Honda CD 70  2024 ,PKR 1.55 lacs,2024,"4,600 km",Faisalabad
Pak Hero RF 70  2015 ,"PKR 28,000",2015,"20,866 km",Toba Tek Singh
Honda CG 125  2022 ,PKR 1.85 lacs,2022,"123,456 km",Islamabad
Honda CG 125  2021 ,PKR 1.65 lacs,2021,"21,000 km",Faisalabad
Honda CBR 400  2016 ,PKR 5.3 lacs,2016,"19,000 km",Quetta
Honda CG 125  2025 ,PKR 2.32 lacs,2025,"3,000 km",Bhalwal
Honda CG 125  2024 ,PKR 2.7 lacs,2024,"4,500 km",Faisalabad
Honda CG 125  2021 ,PKR 1.75 lacs,2021,"15,000 km",Chiniot
United US 70  2025 ,PKR 1 lacs,2025,400 km,Islamabad
Honda CG 125S GOLD  2024 ,PKR 2.88 lacs,2024,"5,000 km",Bhalwal
Honda Pridor  2019 ,PKR 1.35 lacs,2019,"60,000 km",Attock
Suzuki GD 110  2016 ,PKR 1.65 lacs,2016,"40,000 km",Ahmed Pur East
Unique Xtreme UD 70  2021 ,"PKR 50,000",2021,"20,000 km",Karachi
Yamaha YB 125Z   2019 ,PKR 1.85 lacs,2019,"50,000 km",Lahore
Yamaha Royale YB 100  2004 ,"PKR 95,000",2004,1 km,Rawalpindi
Honda CG 125  2017 ,PKR 1.7 lacs,2017,1 km,Rawalpindi
DYL Junoon YD-100  2009 ,"PKR 50,000",2009,"12,100 km",Bahawalpur
Honda CD 70  2020 ,PKR 1.1 lacs,2020,"15,000 km",Rawalpindi
Honda CG 125  2024 ,PKR 2.02 lacs,2024,"6,500 km",Gojra
United US 70  2022 ,"PKR 55,000",2022,"9,000 km",Sargodha
Yamaha  YZ125  2018 ,PKR 2.2 lacs,2018,"25,000 km",Lahore
Honda CG 125  2013 ,PKR 1.25 lacs,2013,35 km,Lahore
Honda CD 70  2017 ,"PKR 95,000",2017,"11,111 km",Chakwal
ZXMCO ZX 70 City Rider  2020 ,"PKR 70,000",2020,"5,000 km",Islamabad
Suzuki GD 110S  2016 ,PKR 1.65 lacs,2016,"40,000 km",Ahmed Pur East
Unique Xtreme UD 70  2025 ,PKR 1.14 lacs,2025,1 km,Karachi
United US 70  2023 ,"PKR 70,000",2023,"1,000 km",Lahore
Unique Xtreme UD 70  2013 ,"PKR 32,000",2013,"58,402 km",Karachi
Honda Pridor  2022 ,PKR 1.5 lacs,2022,"10,000 km",Arifwala
Honda CD 70  2017 ,"PKR 83,000",2017,"16,500 km",Sahiwal
Honda CG 125 Special Edition  2022 ,PKR 2.15 lacs,2022,"20,000 km",Kotri
Honda CD 70  2025 ,PKR 1.59 lacs,2025,1 km,Lahore
Super Power SP 70  2023 ,"PKR 82,000",2023,"4,500 km",Karachi
Honda CG 125  2025 ,PKR 2.9 lacs,2025,285 km,Sahiwal
Yamaha YBR 125  2016 ,PKR 2 lacs,2016,"52,000 km",Lahore
Honda CD 70  2006 ,"PKR 45,000",2006,45 km,Hasilpur
Honda CD 70  2011 ,"PKR 36,000",2011,"20,000 km",Islamabad
Suzuki GR 150  2023 ,PKR 4.5 lacs,2023,"19,000 km",Karachi
United US 70  2025 ,PKR 1.05 lacs,2025,"1,000 km",Rawalpindi
Chinese Bikes OW Ninja 250cc  2025 ,PKR 6.4 lacs,2025,1 km,Karachi
Honda CG 125  2020 ,PKR 1.44 lacs,2020,"40,000 km",Kasur
Honda CG 125  2025 ,PKR 2.6 lacs,2025,800 km,Karachi
Honda CD 70 Dream  2021 ,PKR 1.3 lacs,2021,"23,756 km",Gujranwala
Super Power SP 70  2019 ,"PKR 98,000",2019,"50,000 km",Karachi
Pak Hero RF 70  2004 ,"PKR 40,000",2004,"10,000 km",Multan
Honda CG 125 Special Edition  2024 ,PKR 2.7 lacs,2024,"1,100 km",Mandi bahauddin
Honda CD 70  2014 ,PKR 1.05 lacs,2014,500 km,Depal pur
Honda CD 70  2025 ,PKR 1.53 lacs,2025,"4,300 km",Lahore
Honda CD 70  2019 ,"PKR 90,000",2019,"5,000 km",Lahore
Road King RK-70 Hybrid  2022 ,"PKR 84,000",2022,"10,000 km",Bahawalnagar
Pak Hero RF 70  2009 ,"PKR 50,000",2009,"15,000 km",Rawalpindi
Yamaha YBR 125  2019 ,PKR 2.7 lacs,2019,"30,000 km",Quetta
Suzuki GD 110S  2021 ,PKR 2.54 lacs,2021,"22,000 km",Lahore
Honda CD 200   1982 ,PKR 5.3 lacs,1982,"21,222 km",Karachi
Honda CG 125  1985 ,PKR 1.2 lacs,1985,"10,000 km",Karachi
Honda CG 125  2025 ,PKR 2.65 lacs,2025,"2,000 km",Wah cantt
Yamaha Royale YB 100  2009 ,PKR 1 lacs,2009,"12,000 km",Gujranwala
Yamaha YBR 125G  2020 ,PKR 2.79 lacs,2020,"22,000 km",Lahore
Chinese Bikes 70  2015 ,"PKR 32,000",2015,"123,456 km",Multan
Union Star US 70cc  2019 ,"PKR 55,000",2019,"123,456 km",Rawalpindi
Honda CG 125  2025 ,PKR 2.65 lacs,2025,"2,500 km",Wah cantt
Honda CG 125  2017 ,PKR 1.25 lacs,2017,"123,456 km",Hyderabad
Honda CD 70  2006 ,"PKR 60,000",2006,"10,000 km",Islamabad
Honda CD 70  2018 ,"PKR 85,000",2018,"8,581 km",Faisalabad
Honda CG 125  2011 ,PKR 1.18 lacs,2011,"20,000 km",Lahore
Honda CG 125  1986 ,PKR 1.25 lacs,1986,"10,000 km",Karachi
Yamaha Dhoom YD-70  2011 ,"PKR 35,000",2011,"15,000 km",Nankana sahib
Honda CG 125  2022 ,PKR 1.6 lacs,2022,"10,000 km",Islamabad
Crown RF 70  2016 ,"PKR 50,000",2016,"22,000 km",Sargodha
Ravi Humsafar 70  2017 ,"PKR 28,000",2017,"5,000 km",Lahore
Chinese Bikes 125  2019 ,"PKR 85,000",2019,100 km,Karachi
Hi Speed CDI SR-70CC EURO-2  2021 ,"PKR 65,000",2021,"10,000 km",Karachi
Crown CRLF 70  2018 ,"PKR 40,000",2018,"10,000 km",Sadiqabad
Honda CG 125  2021 ,PKR 1.65 lacs,2021,"23,000 km",Lahore
Honda CD 70  2005 ,"PKR 58,500",2005,"100,000 km",Lahore
Honda CD 70  2020 ,"PKR 60,000",2020,4 km,Hyderabad
Super Power SP 110 Cheetah  2018 ,PKR 1.35 lacs,2018,"24,000 km",Khudian Khas
Honda CG 125  2025 ,PKR 2.32 lacs,2025,"4,800 km",Faisalabad
United US 70  2023 ,"PKR 65,000",2023,"20,000 km",Rawalpindi
Suzuki GS 150  2014 ,PKR 1.48 lacs,2014,"50,000 km",Karachi
Honda CD 70  2014 ,"PKR 52,000",2014,"5,500 km",Sialkot
Honda CG 125  2018 ,PKR 1.05 lacs,2018,"10,000 km",Sargodha
Honda CG 125  2010 ,PKR 1.2 lacs,2010,"24,000 km",Rawalpindi
Unique Xtreme UD 70  2021 ,"PKR 62,000",2021,"20,000 km",Karachi
Honda CD 70  1998 ,"PKR 40,000",1998,"10,000 km",Multan
Honda CG 125  2021 ,PKR 1.4 lacs,2021,"20,000 km",Karachi
United US 70  2011 ,"PKR 27,000",2011,"5,000 km",Sahiwal
Honda CG 125  2016 ,"PKR 72,000",2016,"400,000 km",Hyderabad
Honda CG 125  2022 ,PKR 1.45 lacs,2022,"123,456 km",Sargodha
Honda CG 125  2022 ,PKR 1.8 lacs,2022,"14,000 km",Islamabad
Honda CG 125  2005 ,PKR 1 lacs,2005,"5,000 km",Rawalpindi
United US 70  2021 ,"PKR 70,000",2021,"30,000 km",Islamabad
ZXMCO ZX 125  2016 ,"PKR 90,000",2016,"35,000 km",Lahore
Unique UD 70  2015 ,"PKR 55,000",2015,"55,000 km",Karachi
Honda CG 125 Deluxe  2015 ,PKR 1.45 lacs,2015,"10,000 km",Sialkot
Super Power SP 70  2020 ,"PKR 75,000",2020,"123,456 km",Wah cantt
Super Power SP 70  2024 ,PKR 1 lacs,2024,"1,500 km",Karachi
Super Star CD 70  2020 ,"PKR 55,000",2020,"50,000 km",Karachi
Honda CG 125  2022 ,PKR 1.72 lacs,2022,"18,000 km",Lahore
Honda CD 70  2014 ,"PKR 45,000",2014,"12,000 km",Sargodha
Honda CG 125 Special Edition  2021 ,PKR 1.85 lacs,2021,"12,345 km",Hasilpur
Metro MR 70  2023 ,"PKR 68,000",2023,"10,000 km",Lahore
Honda CD 70  2022 ,PKR 1.17 lacs,2022,"13,000 km",Faisalabad
Honda CG 125  2014 ,PKR 1.5 lacs,2014,"5,000 km",Islamabad
United US 70  2025 ,"PKR 80,000",2025,"1,100 km",Lahore
United US 70  2014 ,PKR 1.05 lacs,2014,"10,000 km",Depal pur
Pakzon Electric PES-70L  2025 ,PKR 1.8 lacs,2025,"1,000 km",Rawalpindi
Yamaha YBR 125  2015 ,PKR 2.6 lacs,2015,"87,000 km",Multan
Zongshen 400  2025 ,PKR 13.75 lacs,2025,2 km,Lahore
Super Star CD 70  2020 ,"PKR 50,000",2020,"5,000 km",Karachi
Honda CG 125  2022 ,PKR 1.63 lacs,2022,"32,588 km",Depal pur
Honda CD 70  2007 ,"PKR 60,000",2007,"10,000 km",Lahore
United US 70  2024 ,"PKR 85,000",2024,"12,566 km",Rawalpindi
Honda CD 70  2022 ,PKR 1.25 lacs,2022,"500,012 km",Karachi
Honda CG 125  2024 ,PKR 2.5 lacs,2024,"6,252 km",Lahore
Honda CD 70  1988 ,"PKR 27,000",1988,"15,000 km",Karachi
REVOO A01  2025 ,PKR 1.4 lacs,2025,119 km,Lahore
Super Power SP 70  2011 ,"PKR 48,000",2011,1 km,Islamabad
Suzuki GR 150  2024 ,PKR 4.6 lacs,2024,"14,000 km",Sargodha
Road Prince RX3  2017 ,PKR 7.5 lacs,2017,"1,000,000 km",Rawalpindi
Honda CD 70  2008 ,"PKR 60,000",2008,"80,000 km",Lahore
Benelli TRK 251  2021 ,PKR 13.7 lacs,2021,"11,500 km",Faisalabad
Honda CG 125  2024 ,PKR 1.98 lacs,2024,"7,000 km",Lahore
Suzuki GR 150  2024 ,PKR 4.9 lacs,2024,"5,676 km",Lahore
Honda CG 125  2021 ,PKR 1.45 lacs,2021,"138,000 km",Faisalabad
Suzuki GS 150  2015 ,PKR 2.2 lacs,2015,"1,000 km",Karachi
Honda CG 125  2023 ,PKR 2.5 lacs,2023,"2,000 km",Peshawar
Road Prince 150 Wego  2018 ,PKR 3 lacs,2018,"27,000 km",Quetta
Honda CG 125  2025 ,PKR 2.28 lacs,2025,"1,850 km",Jhang
Benelli TRK 251  2023 ,PKR 15.5 lacs,2023,"6,000 km",Lahore
Suzuki GSX-R600  2014 ,PKR 36.5 lacs,2014,"30,000 km",Lahore
Yamaha YB 125Z-DX  2022 ,PKR 3.69 lacs,2022,"8,200 km",Mandi bahauddin
Honda CG 125  2024 ,PKR 2.15 lacs,2024,"4,500 km",Kotli Ak
Honda CB 150F  2019 ,PKR 2.2 lacs,2019,"111,111 km",Gujrat
Honda CG 125  2022 ,PKR 1.62 lacs,2022,"11,111 km",Mansehra
Super Power SP 70  2014 ,"PKR 43,000",2014,"6,000 km",Karachi
United US 70  2024 ,PKR 1.2 lacs,2024,800 km,Lahore
Honda Pridor  2016 ,"PKR 80,000",2016,"56,000 km",Multan
Honda CG 125  2019 ,PKR 1.5 lacs,2019,"7,364 km",Gujrat
Suzuki GS 150  2014 ,PKR 1.48 lacs,2014,"87,000 km",Karachi
Road Prince 70 Passion Plus  2011 ,"PKR 60,000",2011,"80,000 km",Sargodha
Super Star CD 70  2015 ,"PKR 35,000",2015,"10,000 km",Karachi
Honda CD 70  2016 ,"PKR 75,000",2016,"38,000 km",Bahawalnagar
Unique Xtreme UD 70  2020 ,"PKR 62,000",2020,"18,000 km",Karachi
Asia Hero  Deluxe 70  2020 ,"PKR 60,000",2020,"30,000 km",Hyderabad
Honda CG 125  2023 ,PKR 1.75 lacs,2023,"17,699 km",Karachi
Yamaha YBR 125G  2021 ,PKR 3.4 lacs,2021,"13,000 km",Rawalpindi
Suzuki GS 150  2016 ,PKR 1.9 lacs,2016,"50,000 km",Lahore
Suzuki GS 150  2012 ,PKR 1.75 lacs,2012,"20,000 km",Karachi
Honda CG 125  2014 ,PKR 1.5 lacs,2014,"60,000 km",Bahawalnagar
Honda CG 125  2022 ,PKR 1.65 lacs,2022,"20,000 km",Faisalabad
Honda CG 125  2025 ,PKR 2.35 lacs,2025,"5,000 km",Okara
Honda CG 125  2016 ,PKR 1.35 lacs,2016,"16,000 km",Wah cantt
United US 70  2015 ,"PKR 33,000",2015,"100,000 km",Islamabad
Yamaha YBR 125  2019 ,PKR 2.4 lacs,2019,"29,000 km",Chaksawari
Honda CG 125 Special Edition  2022 ,PKR 2.09 lacs,2022,"16,000 km",Faisalabad
Suzuki GSX-R600  2019 ,PKR 46.75 lacs,2019,"6,000 km",Lahore
Yamaha YBR 125G  2016 ,PKR 2.49 lacs,2016,"20,000 km",Lahore
Honda CD 70  2025 ,PKR 1.65 lacs,2025,"2,000 km",Yazman mandi
Honda CG 125  2024 ,PKR 2.18 lacs,2024,"7,500 km",Jhelum
Honda CD 70  2024 ,PKR 1.45 lacs,2024,"4,276 km",Bahawalpur
ZXMCO KPR 200 Cruise  2017 ,PKR 2.8 lacs,2017,"1,234 km",Faisalabad
MS Jaguar Motorcycle E-70  2020 ,"PKR 60,000",2020,"3,800 km",K.N. Shah
Yamaha Royale YB 100  2007 ,"PKR 50,000",2007,"388,567 km",Rawalpindi
Honda CG 125S GOLD  2024 ,PKR 2.6 lacs,2024,"8,000 km",Sahiwal
Metro MR 70  2019 ,"PKR 58,000",2019,"12,345 km",Gujranwala
Road Prince 70 Passion Plus  2011 ,"PKR 35,000",2011,"78,000 km",Lahore
Yamaha YBR 125  2023 ,PKR 3.55 lacs,2023,"6,500 km",Sialkot
Honda CG 125  2022 ,PKR 2 lacs,2022,"17,000 km",Rawalpindi
FUEGO TEKKEN 250  2020 ,PKR 6.25 lacs,2020,"15,000 km",Lahore
Unique Xtreme UD 70  2022 ,"PKR 80,000",2022,"15,000 km",Abbottabad
Honda CG 125  2014 ,PKR 1.25 lacs,2014,"99,000 km",Karachi
Honda CG 125  2021 ,PKR 1.65 lacs,2021,"3,756 km",Kashmir
Yamaha YB 125Z   2021 ,PKR 2.8 lacs,2021,"5,000 km",Okara
United US 70  2025 ,PKR 1.05 lacs,2025,28 km,Islamabad
Honda CD 70  2018 ,PKR 1.14 lacs,2018,"27,000 km",Rawalpindi
Honda CG 125  2022 ,PKR 1.85 lacs,2022,"9,000 km",Gujar Khan
Super Star CD 70  2024 ,"PKR 95,000",2024,"20,000 km",Karachi
Safari SD 70  2017 ,"PKR 65,000",2017,"2,800 km",Abbottabad
Kawasaki Ninja ZX300  2019 ,PKR 3.9 lacs,2019,"14,000 km",Faisalabad
Honda CD 70  2022 ,PKR 1.16 lacs,2022,"18,550 km",Lahore
Honda CG 125  2023 ,PKR 1.6 lacs,2023,"50,000 km",Lahore
Yamaha YBR 125G  2020 ,PKR 3.1 lacs,2020,"10,000 km",Quetta
Honda CD 200   1980 ,PKR 4.55 lacs,1980,"50,000 km",Sialkot
Honda CG 125S GOLD  2025 ,PKR 2.89 lacs,2025,"2,100 km",Sheikhupura
Metro MR 70  2008 ,"PKR 26,500",2008,"21,000 km",Islamabad
Honda CG 125S GOLD  2025 ,PKR 2.92 lacs,2025,650 km,Kamalia
Honda CG 125  2016 ,PKR 1.45 lacs,2016,"14,000 km",Wah cantt
Honda CG 125  2024 ,PKR 2 lacs,2024,"11,000 km",Faisalabad
Honda CG 125  2021 ,PKR 1.9 lacs,2021,"23,000 km",Islamabad
Union Star US 70cc  2020 ,"PKR 65,000",2020,"50,000 km",Karachi
Hi Speed CDI SR-70CC EURO-2  2025 ,PKR 1.05 lacs,2025,"1,925 km",Rawalpindi
United US 100  2016 ,"PKR 60,000",2016,"40,000 km",Islamabad
Super Power SP 70  2011 ,"PKR 35,000",2011,"1,118 km",Karachi
Yamaha YZF-R3  2021 ,PKR 3.55 lacs,2021,"12,000 km",Quetta
Honda CD 70  2023 ,PKR 1.25 lacs,2023,"12,000 km",Gujranwala
Suzuki GS 150  2017 ,PKR 2 lacs,2017,"30,000 km",Gujar Khan
Kawasaki Ninja ZX300  2018 ,PKR 3.8 lacs,2018,"15,000 km",Rawalpindi
Yamaha YBR 125G  2018 ,PKR 2.35 lacs,2018,"50,000 km",Peshawar
Yamaha YBR 125G  2022 ,PKR 3.6 lacs,2022,"16,150 km",Islamabad
Honda CG 125  2025 ,PKR 2.3 lacs,2025,"4,500 km",Islamabad
Honda CG 125  2024 ,PKR 1.82 lacs,2024,"6,500 km",Faisalabad
Honda CG 125  2025 ,PKR 2.3 lacs,2025,"1,000 km",Lahore
Vlektra Velocity 180  2025 ,PKR 3.5 lacs,2025,"1,000 km",Karachi
Honda CG 125  2014 ,PKR 1.1 lacs,2014,100 km,Lahore
Super Power SP 70  2018 ,"PKR 40,000",2018,"6,000 km",Karachi
Honda CG 125  2022 ,PKR 1.75 lacs,2022,"8,590 km",Jhang
Honda CD 70  1998 ,"PKR 31,500",1998,"60,000 km",Sahiwal
Honda CG 125  2018 ,PKR 1.38 lacs,2018,"50,000 km",Lahore
Honda CG 125  2021 ,PKR 1.6 lacs,2021,"18,000 km",Lahore
Honda CD 70  2021 ,PKR 1.1 lacs,2021,55 km,Karachi
Honda Pridor  2017 ,PKR 1.35 lacs,2017,"70,000 km",Multan
Road Prince 70 Passion Plus  2019 ,"PKR 36,000",2019,"11,000 km",Lahore
Honda CD 70  2014 ,"PKR 65,000",2014,"50,000 km",Lahore
United US 70  2021 ,"PKR 65,000",2021,"15,864 km",Islamabad
Chinese Bikes Other  2009 ,"PKR 40,000",2009,"50,000 km",Rawalpindi
Honda CD 70  2021 ,PKR 1.15 lacs,2021,"25,000 km",Rawalpindi
Honda CD 70  2020 ,PKR 1.27 lacs,2020,"20,000 km",Chakwal
Honda CD 70  2000 ,"PKR 40,000",2000,"4,253 km",Karachi
Honda CG 125  2012 ,PKR 1.2 lacs,2012,"25,798 km",Islamabad
Honda CG 125  2025 ,PKR 2.25 lacs,2025,"3,200 km",Lahore
Honda CD 70  2023 ,PKR 1.23 lacs,2023,"9,000 km",Faisalabad
Metro A7  2023 ,PKR 2.1 lacs,2023,"5,750 km",Lahore
Honda CD 70  2024 ,PKR 1.4 lacs,2024,"13,325 km",Multan
NPTC Desire EV GO PLUS  2023 ,PKR 2.25 lacs,2023,"1,285 km",Islamabad
Honda CD 70  2015 ,"PKR 80,000",2015,"30,000 km",Islamabad
Honda CG 125  2021 ,PKR 1.6 lacs,2021,"20,000 km",Rawalpindi
Honda CG 125  2021 ,PKR 2 lacs,2021,"30,000 km",Islamabad
Honda CG 125  2008 ,"PKR 80,000",2008,"100,000 km",Rawalpindi
Suzuki GD 110S  2024 ,PKR 3.35 lacs,2024,"7,800 km",Wazirabad
Honda CG 125  2025 ,PKR 2.3 lacs,2025,"3,900 km",Lahore
Honda CG 125  2018 ,PKR 1.2 lacs,2018,999 km,Gujranwala
Honda CG 125  2021 ,PKR 1.75 lacs,2021,"18,000 km",Faisalabad
Honda CD 70 Dream  2021 ,PKR 1.3 lacs,2021,"16,000 km",Layyah
Chinese Bikes Other  2025 ,PKR 16.5 lacs,2025,1 km,Karachi
Chinese Bikes Other  2025 ,PKR 12 lacs,2025,1 km,Karachi
Evee Gen-Z  2025 ,"PKR 77,500",2025,985 km,Rawalpindi
Honda CG 125  2023 ,PKR 2.1 lacs,2023,"3,500 km",Peshawar
Honda CG 125  2022 ,PKR 1.75 lacs,2022,"13,000 km",Islamabad
Honda CG 125  2021 ,PKR 1.95 lacs,2021,"24,430 km",Islamabad
Union Star US 70cc  2018 ,"PKR 60,000",2018,"123,456 km",Karachi
Honda CG 125 Deluxe  2008 ,PKR 1.1 lacs,2008,"25,000 km",Jhelum
Honda CG 125  2024 ,PKR 1.9 lacs,2024,"10,000 km",Karachi
Yamaha YBR 125  2016 ,PKR 2.54 lacs,2016,"40,000 km",Jhelum
Super Power SP 70  2010 ,"PKR 42,000",2010,"11,000 km",Karachi
Suzuki GSX 125  2022 ,PKR 3.6 lacs,2022,"20,000 km",Rahim Yar Khan
Honda Pridor  2019 ,PKR 1.35 lacs,2019,"16,000 km",Kasur
Honda CG 125  2024 ,PKR 2 lacs,2024,"12,345 km",Lahore
Honda Pridor  2022 ,PKR 1.68 lacs,2022,"33,000 km",Multan
Unique Xtreme UD 70  2023 ,"PKR 95,000",2023,"11,000 km",Karachi
Honda CB 125F  2024 ,PKR 3.6 lacs,2024,"10,000 km",Mardan
Honda CG 125  2020 ,PKR 1.6 lacs,2020,"55,000 km",Karachi
Honda CG 125  2010 ,PKR 1.25 lacs,2010,"2,000 km",Abbottabad
Honda CG 125  2019 ,PKR 1.48 lacs,2019,"50,000 km",Karachi
Honda CD 70  2024 ,"PKR 92,000",2024,"18,643 km",Gujranwala
Honda CG 125  2023 ,PKR 2 lacs,2023,"12,000 km",Lahore
Honda CG 125  2020 ,PKR 1.45 lacs,2020,"10,000 km",Mirpur A.K.
Honda CG 125  2020 ,PKR 1.4 lacs,2020,"50,000 km",Islamabad
Unique UD 70  2025 ,PKR 1.12 lacs,2025,"1,800 km",Quetta
Yamaha YBR 125G  2019 ,PKR 3 lacs,2019,"60,000 km",Karachi
Road Prince 70 Passion Plus  2018 ,"PKR 45,000",2018,"50,000 km",Lahore
Hi Speed CDI SR-70CC EURO-2  2024 ,PKR 1 lacs,2024,900 km,Islamabad
Suzuki Hayabusa  2020 ,PKR 4.5 lacs,2020,"11,000 km",Rawalpindi
Honda CG 125  2019 ,PKR 1.1 lacs,2019,"40,000 km",Lodhran
Hi Speed Infinity 150  2018 ,PKR 1.97 lacs,2018,"10,000 km",Karachi
Honda CD 70  2024 ,PKR 1.33 lacs,2024,"10,000 km",Jalalpur Jattan
Honda CG 125  2025 ,PKR 2.4 lacs,2025,"4,000 km",Abbottabad
Honda CG 125  2024 ,PKR 1.9 lacs,2024,"10,200 km",Sialkot
Pak Hero PH 70  2005 ,"PKR 35,000",2005,"55,000 km",Okara
Royal Star RS 70  2025 ,"PKR 75,000",2025,"5,000 km",Lahore
Honda CD 100 Euro 2  2006 ,"PKR 65,000",2006,"20,000 km",Multan
Yamaha Royale YB 100  1998 ,PKR 1.1 lacs,1998,"52,000 km",Multan
Honda Pridor  2014 ,"PKR 75,000",2014,"72,297 km",Lahore
Honda CG 125  2025 ,PKR 2.3 lacs,2025,"1,500 km",Jalalpur Jattan
United US 70  2025 ,PKR 1 lacs,2025,450 km,Islamabad
Honda CD 70  2024 ,PKR 1.4 lacs,2024,"12,000 km",Gujrat
Honda CD 70  2007 ,"PKR 65,000",2007,"999,956 km",Rawalpindi
Honda CG 125  2022 ,PKR 2.5 lacs,2022,"50,000 km",Sargodha
Honda CG 125  2022 ,PKR 1.7 lacs,2022,"14,000 km",Islamabad
Honda Gold Wing  2019 ,Call,2019,"12,994 km",Lahore
Honda CG 125  2022 ,PKR 2.05 lacs,2022,350 km,Lahore
Honda CG 125  2012 ,PKR 2.3 lacs,2012,100 km,Islamabad
Suzuki GD 110S  2023 ,PKR 2.9 lacs,2023,"21,840 km",Jhang
Honda CG 125  2023 ,PKR 1.8 lacs,2023,"10,000 km",Faisalabad
Honda CD 70  2012 ,"PKR 65,000",2012,"10,000 km",Haripur
Honda CG 125S  2020 ,PKR 2.25 lacs,2020,"6,000 km",Jhelum
Honda CG 125 Deluxe  2017 ,PKR 3.2 lacs,2017,"9,500 km",Khanqah dogran
Yamaha YBR 125  2020 ,PKR 3 lacs,2020,"158,428 km",Karachi
Honda CD 70  2025 ,PKR 1.04 lacs,2025,"1,700 km",Lahore
Honda CG 125  2024 ,PKR 2.1 lacs,2024,45 km,Lahore
BMW F 850 GS  2022 ,PKR 84 lacs,2022,"24,000 km",Karachi
Honda CG 125  2017 ,PKR 1.4 lacs,2017,"16,000 km",Kahuta
United US 100  2022 ,"PKR 82,000",2022,"10,000 km",Islamabad
Chinese Bikes 70  2020 ,"PKR 49,000",2020,"10,000 km",Karachi
Chinese Bikes OW Ninja 400cc  2022 ,PKR 6.5 lacs,2022,"1,000 km",Karachi
Honda CBR 1000RR  1992 ,PKR 6.7 lacs,1992,"12,000 km",Islamabad
Honda CG 125  2010 ,"PKR 95,000",2010,"38,000 km",Rawalpindi
Honda Pridor  2022 ,PKR 1.55 lacs,2022,"10,300 km",Rawalpindi
Honda CBX  1999 ,PKR 6 lacs,1999,"260,000 km",Karachi
United US 70  2022 ,"PKR 80,000",2022,"50,000 km",Islamabad
Honda CD 70  2019 ,"PKR 95,000",2019,"20,000 km",Islamabad
Suzuki GR 150  2023 ,PKR 4.1 lacs,2023,"16,000 km",Mandi bahauddin
Honda CD 70  2022 ,PKR 1.16 lacs,2022,"45,000 km",Bahawalpur
Benelli TNT 25   2017 ,PKR 8 lacs,2017,"12,000 km",Lahore
Super Power SP 70  2017 ,"PKR 40,000",2017,"2,000 km",Karachi
Unique Xtreme UD 70  2018 ,"PKR 45,000",2018,"5,500 km",Karachi
Honda CD 70  2019 ,"PKR 65,000",2019,"50,000 km",Sheikhupura
Suzuki GS750  1983 ,PKR 12 lacs,1983,300 km,Karachi
Suzuki GSX 125  2023 ,PKR 4.65 lacs,2023,"6,000 km",Islamabad
Yamaha YBR 125  2021 ,PKR 3.3 lacs,2021,"49,000 km",Lahore
Yamaha Other  2020 ,PKR 2.1 lacs,2020,"54,000 km",Faisalabad
Honda CD 70  2021 ,PKR 1.2 lacs,2021,"50,000 km",Karachi
Yamaha Royale YB 100  1986 ,PKR 1.3 lacs,1986,"10,000 km",Karachi
Honda CBR 1000RR  2009 ,PKR 28.5 lacs,2009,"23,000 km",Lahore
Honda CD 70  2019 ,"PKR 75,000",2019,"5,000 km",Mirpur A.K.
Suzuki GSX-R750  1993 ,PKR 11 lacs,1993,786 km,Karachi
Yamaha YBR 125  2021 ,PKR 3.3 lacs,2021,"56,000 km",Karachi
Honda CG 125  2021 ,PKR 1.65 lacs,2021,"20,000 km",Multan
Super Star 200R  2024 ,PKR 5.45 lacs,2024,"9,850 km",Islamabad
Honda CD 70  2001 ,"PKR 40,000",2001,"10,000 km",Multan
Honda CBR 1000RR  2013 ,PKR 42 lacs,2013,"10,000 km",Multan
Honda CBR 1000RR  2017 ,PKR 62 lacs,2017,"9,300 km",Multan
